AidData Project ID,Title,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Other Organizations,Source,Start Date (DD/MM/YYYY),End Date (DD/MM/YYYY),Planned Start Date (DD/MM/YYYY),Planned End Date (DD/MM/YYYY),Source Detail,Status,AidData Sector Code,AidData Sector Name,AidData Purpose Code,AidData Purpose Name,AidData Activity Code(s),AidData Activity Name(s),Short Description,Long Description,Donor Project ID,Donor Secondary Project ID,Additional Info,Project Commitment Amount (Constant USD2011),Project Disbursement Amount (Constant USD2011),Total Project Cost (Donor Reported),CRS: Untied Amount (Nominal USD),CRS: Tied Amount (Nominal USD),CRS: Partial Tied Amount (Nominal USD),CRS: Pdgg,CRS: Channel Code,CRS: Bi Multi,CRS: Desertification,CRS: Environment,CRS: Gender,CRS: Trade,CRS: Climate,CRS: Biodiversity,CRS: Region,CRS: Sector Code,CRS: Sector,CRS: Purpose Code,CRS: Purpose Name,CRS: Flow Name,CRS: Finance T,CRS: Associated Financing,CRS: Future Ds Principal Amount Usd Nominal,CRS: Future Ds Interest Amount Usd Nominal,CRS: Irtc Amount Usd Nominal,CRS: Received Amount Usd Nominal,CRS: Aid T,CRS: Arrears Interest Amount Usd Nominal,CRS: Arrears Principal Amount Usd Nominal,CRS: Channel Name,CRS: Expert Commitment Amount Usd Nominal,CRS: Export Credit Amount Usd Nominal,CRS: Export Extended Amount Usd Nominal,CRS: FTC,CRS: Initial Report,CRS: Interest Amount Usd Nominal,CRS: Outstanding Amount Usd Nominal,CRS: Repay Type,CRS: Second Interest Rate
9.06E+11,Spanish--Proyecto Alianzas para la Prosperidad en el Departamento de Casanare--translation--Project partnerships for the prosperity in the Department of Casanare,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,230|160|322,ENERGY GENERATION AND SUPPLY|OTHER SOCIAL INFRASTRUCTURE AND SERVICES|Mineral resources and mining,43010,Multisector aid,16010.05|23005.01|32205.01,"Support for vulnerable groups|Energy generation and supply, activity unspecified or does not fit under any other applicable codes|Mineral resources and mining, activity unspecified or does not fit under any other applicable codes",,"Apoyar las Alianzas para la Prosperidad en Casanare y, a partir de esta experiencia, generar conocimiento con vocaciÃƒÂ³n prÃƒÂ¡ctica y fomentar mecanismos de prevenciÃƒÂ³n y atenciÃƒÂ³n de problemÃƒÂ¡ticas sociales relacionadas con la actividad de la industria minero energÃƒÂ©tica en Colombia.--beneficiary--AFROCOLOMBIANOS, INDIGENAS",COL536,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--Fondo de prÃƒÂ©stamos a pequeÃƒÂ±os microempresarios, Alianza con Actuar--translation--Loan Fund to small entrepreneurs, Alliance with Act",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,250|240|160,BUSINESS AND OTHER SERVICES|BANKING AND FINANCIAL SERVICES|OTHER SOCIAL INFRASTRUCTURE AND SERVICES,24000,"Banking and financial services, combinations of activities",16010.05|24030.03|24081.01|25010.08,Support for vulnerable groups|Credit lines|All banking and financial services education/training activities|General support to private sector enterprises,,"AdministraciÃƒÂ³n y manejo de un fondo en dinero dirigido exclusivamente a apoyar las familias de escasos recursos ubicadas en barrios de estratos 1 y 2 dando preferencia a las familias de los apadrinados, mediante un programa de fortalecimiento y creaciÃƒÂ³n de microempresas a travÃƒÂ©s de servicios de capacitaciÃƒÂ³n, asesorÃƒÂ­a y crÃƒÂ©dito.--beneficiary--POBLACIÃƒâ€œN EN GENERAL",COL451,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Pakaisu II: Puesta en marcha de una experiencia piloto de comercializaciÃƒÂ³n comunitaria que consolide el proceso socio-empresarial productivo--translation--Pakaisu II: Implementation of a pilot community marketing to strengthen productive partner-business process,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,250|160|311,BUSINESS AND OTHER SERVICES|OTHER SOCIAL INFRASTRUCTURE AND SERVICES|Agriculture,25010,Business support services and institutions,16010.05|25010.01|31191.04,"Support for vulnerable groups|Business support services and institutions, activity unspecified or does not fit elsewhere in group|Agricultural co-operatives",,"1.Poner en marcha una experiencia piloto de comercializaciÃƒÂ³n comunitaria que consolide los procesos adelantados en la primera fase de fortalecimiento socio-empresarial, fortalecimiento de identidad propia y productivo de 11 Organizaciones campesinas y un Cabildo IndÃƒÂ­genas del Municipio de Puerres--beneficiary--CAMPESINOS, INDIGENAS",COL24,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--GeneraciÃƒÂ³n alternativas econÃƒÂ³micas a comunidades indÃƒÂ­genas de ChigorodÃƒÂ³, Colombia mediante el fortalecimiento de la gobernanza, la diversificaciÃƒÂ³n productiva y la certificaciÃƒÂ³n forestal voluntaria--translation--Generating alternative economic to indigenous communities in ChigorodÃƒÂ­_, Colombia through the strengthening of governance, productive diversification and forest certification voluntary",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160|312,OTHER SOCIAL INFRASTRUCTURE AND SERVICES|Forestry,31210,Forestry policy and administrative management,16010.05|31210.02,"Support for vulnerable groups|Forestry sector policy, planning and programs",,Facilitar el acceso a mercados responsables de los productos forestales no maderables de las comunidades indÃƒÂ­genas de ChigorodÃƒÂ³ promoviendo la certificaciÃƒÂ³n forestal voluntaria FSC como herramienta para fortalecer la gobernanza forestal y como estrategia para diferenciar los productos.--beneficiary--CAMPESINOS,COL316,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Fortalecimiento de la gobernanza ambiental en territorios indÃƒÂ­genas para la conservaciÃƒÂ³n de la diversidad biolÃƒÂ³gica y cultural en el departamento del VaupÃƒÂ©s.--translation--Strengthening of the governance environmental in Territories indigenous to the conservation of the diversity biological and cultural in the Department of the VaupÃƒÂ­Ã‚Â©s.,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160|410,OTHER SOCIAL INFRASTRUCTURE AND SERVICES|GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,16010.05|41010.02|41010.03,"Support for vulnerable groups|Environmental policy, laws, regulations and economic instruments|Institution capacity building, Environmental protection",,"'''Empoderar a las comunidades indÃƒÂ­genas y las AATI para que puedan coordinar con el Estado la zonificaciÃƒÂ³n de la Reserva Forestal en sus territorios, de acuerdo con sus modelos de manejo ambiental, principios y valores. Fortalecer los marcos institucionales para lograr la gobernanza socioambiental en los territorios indÃƒÂ­genas, a partir de un enfoque diferenciado basado en el reconocimiento, respeto y valoraciÃƒÂ³n de los saberes tradicionales asi como de los cientÃƒÂ­ficos.--beneficiary--INDIGENAS'",COL535,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Hacia la conservaciÃƒÂ³n y el manejo sostenible de nuestros mares y el mejoramiento de la calidad de vida de las comunidades humanas Ã‚â€“ Fase II ETPS--translation--Towards the conservation and the management sustainable of our seas and the improvement of the quality of life of the communities human phase II ETPS,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160|410,OTHER SOCIAL INFRASTRUCTURE AND SERVICES|GENERAL ENVIRONMENTAL PROTECTION,41020,Biosphere protection,16010.05|41010.02|41020.03,"Support for vulnerable groups|Environmental policy, laws, regulations and economic instruments|Marine pollution control",,"El proyecto busca favorecer a comunidades de indÃƒÂ­genas, afrodescendientes y colonos que habitan la costa PacÃƒÂ­fica colombiana y que en tÃƒÂ©rminos generales son las poblaciones mÃƒÂ¡s pobres del paÃƒÂ­s. La mayor parte de la poblaciÃƒÂ³n objetivo se dedica a la actividad pesquera artesanal, a actividades de ecoturismo y procesamiento o manufactura de productos naturales sostenibles. Se harÃƒÂ¡ especial ÃƒÂ©nfasis en esta fase en mujeres cabeza de familia y lÃƒÂ­deres comunitarios.--beneficiary--POBLACIÃƒâ€œN EN GENERAL",COL542,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--Programa de fortalecimiento de las capacidades de las comunidades rurales para apoyar la conservaciÃƒÂ³n del TitÃƒÂ­ Cabeciblanco y de los bosques tropicales en los que habita en AtlÃƒÂ¡ntico y BolÃƒÂ­var--translation--Strengthening the capacities of rural communities program to support the marmosets, tamarins and conservation of tropical forests in which inhabits Atlantico and Bolivar",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160|410,OTHER SOCIAL INFRASTRUCTURE AND SERVICES|GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,16010.05|41010.03|41030.02|41030.03,"Support for vulnerable groups|Institution capacity building, Environmental protection|Natural reserves|Species protection",,"Las comunidades de Luruaco (AtlÃƒÂ¡ntico) y Santa Catalina (BolÃƒÂ­var) han fortalecido sus capacidades para apoyar y promover la conservaciÃƒÂ³n, a largo plazo, del TitÃƒÂ­ Cabeciblanco y de los bosques tropicales en los que habita.--beneficiary--JÃƒâ€œVENES, INDIGENAS",COL531,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--ProtecciÃƒÂ³n de Tierras y Patrimonio de la PoblaciÃƒÂ³n en situaciÃƒÂ³n de desplazamiento en Colombia--translation--Protection of lands and heritage of the population displaced in Colombia,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160|410|130,OTHER SOCIAL INFRASTRUCTURE AND SERVICES|GENERAL ENVIRONMENTAL PROTECTION|POPULATION POLICIES/ PROGRAMMES AND REPRODUCTIVE HEALTH,41040,Site preservation,16010.05|41040.01|13010.05|16010.07|13010.02,Support for vulnerable groups|All site preservation activities|Migration data|Culture and recreation|Population/development policies,,"Contribuir al fortalecimiento de las entidades e instancias con competencias en la aplicaciÃƒÂ³n de medidas de protecciÃƒÂ³n de tierras a travÃƒÂ©s de asistencia tÃƒÂ©cnica de expertos internacionales de ORGANIZACION INTERNACIONAL PARA LAS MIGRACIONES - OIM.--beneficiary--POBLACIÃƒâ€œN DESPLAZADA, INDIGENAS, AFROCOLOMBIANOS",COL431,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--ENCUESTA NACIONAL DE JUVENTUD--translation--SURVEY NATIONAL OF YOUTH,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160|910,OTHER SOCIAL INFRASTRUCTURE AND SERVICES|ADMINISTRATIVE COSTS OF DONORS,91010,Administrative costs,16010.05|91010.01,Support for vulnerable groups|All items relating to otherwise unspecified adminstrative costs of donors,,Implementar la Encuesta nacional de Juventud en Colombia con base en la experiencia de Chile. Conocer el desarrollo e implementaciÃƒÂ³n de los Consejos de Juventud colombianos para recoger las buenas prÃƒÂ¡cticas que contribuyan a fortalecimiento del desarrollo de los Consejos Regionales de Juventud chilenos.--benefciary,COL626,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Programa de GÃƒÂ©nero - Women Win.--translation--Gender programme - Women Win.,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",15150,Strengthening civil society,16010.07|15150.09,Culture and recreation|Women's equality organisations and institutions,,Alianza para la bÃƒÂºsqueda del uso del deporte como una estrategia para empoderar a las niÃƒÂ±as y mujeres de Altos de CazucÃƒÂ¡ sobre sus derechos y rol en la comunidad donde viven.--beneficiary--MUJERES,COL448,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--ConstrucciÃƒÂ³n de un centro comunitario en Planadas de Mosquera--translation--Construction of a Community Center in Planadas de Mosquera,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,16010,Social/ welfare services,16010.07|16010.11,Culture and recreation|Social infrastructure,,Fortalecer los procesos de convivencia entre los habitantes de Planadas de Mosquera--beneficiary--POBLACIÃƒâ€œN EN GENERAL,COL69,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Casa de la Memoria para la ciudad de MedellÃƒÂ­n - apoyo al componente estructural. Fase II--translation--House of memory for the city of MedellÃƒÂ­_n - support to the structural component. Phase II,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,16010,Social/ welfare services,16010.07|16010.11,Culture and recreation|Social infrastructure,,"Promover la reconstrucciÃƒÂ³n y difusiÃƒÂ³n de la memoria histÃƒÂ³rica del conflicto armado, mediante la construcciÃƒÂ³n y puesta en funcionamiento de una Casa de la Memoria en la ciudad de MedellÃƒÂ­n.--beneficiary--VICTIMAS DE LA VIOLENCIA",COL79,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--CooperaciÃƒÂ³n audiovisual 2013--translation--Audiovisual cooperation 2013,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,220|160,COMMUNICATIONS|OTHER SOCIAL INFRASTRUCTURE AND SERVICES,22030,Radio/television/print media,16010.07|22030.02,Culture and recreation|Television activities,,DifusiÃƒÂ³n de cine francÃƒÂ©s y del cine colombiano en los festivales franceses--beneficiary--POBLACIÃƒâ€œN EN GENERAL,COL254,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Sistema de informaciÃƒÂ³n para la revitalizaciÃƒÂ³n de Centros HistÃƒÂ³ricos--translation--Information system for the revitalization of historic centres,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,220|160,COMMUNICATIONS|OTHER SOCIAL INFRASTRUCTURE AND SERVICES,22040,Information and communication technology (ICT),16010.07|22040.02,Culture and recreation|Computers ,,Apoyo operativo para la preparaciÃƒÂ³n de la operaciÃƒÂ³n CO L1118 para el apoyo al Ministerio de Cultura en el diseÃƒÂ±o e implementaciÃƒÂ³n de un sistema informatico para la gestiÃƒÂ³n de proyectos que permita realizar el seguimiento integral a los diferentes proyectos que adelanta el Ministerio.--beneficiary--INSTITUCIONES,COL337,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--INDUSTRIAS CULTURALES, MOTOR DE DESARROLLO SOCIOECONÃƒâ€œMICO DE CALI--translation--CULTURAL INDUSTRIES, ENGINE OF SOCIOECONOMIC DEVELOPMENT FOR CALI",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,250|510|160,BUSINESS AND OTHER SERVICES|GENERAL BUDGET SUPPORT|OTHER SOCIAL INFRASTRUCTURE AND SERVICES,51010,General budget support,16010.07|25010.01|51010.05,"Culture and recreation|Business support services and institutions, activity unspecified or does not fit elsewhere in group|General program assistance",,"El objetivo general del proyecto es contribuir al progreso socioeconÃƒÂ³mico de la ciudad de Cali, impulsando y posicionando a la industria cultural como una nueva fuente de desarrollo y de oportunidades. El objetivo especÃƒÂ­fico del Proyecto es crear la institucionalidad permanente de gestiÃƒÂ³n pÃƒÂºblico/privado que impulse la generaciÃƒÂ³n y crecimiento de las empresas e instituciones culturales en Cali--beneficiary--INSTITUCIONES",COL342,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--IncubaciÃƒÂ³n de microempresas culturales para la rehabilitaciÃƒÂ³n del centro histÃƒÂ³rico de cartagena de Indias--translation--Incubation of cultural micro-enterprises for the rehabilitation of the historic centre of cartagena de Indias,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,250|160,BUSINESS AND OTHER SERVICES|OTHER SOCIAL INFRASTRUCTURE AND SERVICES,25010,Business support services and institutions,16010.07|25010.08,Culture and recreation|General support to private sector enterprises,,"El objetivo del Proyecto es estimular y facilitar el surgimiento, creaciÃƒÂ³n, emprendimiento, crecimiento y consolidaciÃƒÂ³n de empresas culturales innovadoras, a partir de las capacidades emprendedoras de los ciudadanos cartageneros, cuyos productos, procesos y servicios contribuyan a generar riqueza y empleo en la regiÃƒÂ³n, ademÃƒÂ¡s de contribuir de forma significativa al fortalecimiento de la identidad cultural y de la cohesiÃƒÂ³n social de Cartagena de Indias.--beneficiary--ORGANIZACIONES SOCIALES",COL344,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Alianza por la calidad de vida y la sostenibilidad de la amazonÃƒÂ­a colombiana - Amazonas 2030--translation--Alliance for quality of life and sustainability of the Colombian Amazon - Amazon 2030,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160|410,OTHER SOCIAL INFRASTRUCTURE AND SERVICES|GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,16010.07|41010.01,"Culture and recreation|Environmental policy and administrative management, activity unspecified or does not fit elsewhere in group",,"ConstrucciÃƒÂ³n de un nuevo paradigma de desarrrollo para la AmazonÃƒÂ­a colombiana, basado en sus potencialidades ambientales y socioculturales, para garantizar la sostenibilidad de la regiÃƒÂ³n hacia el 2030.--beneficiary--ORGANIZACIONES SOCIALES, INSTITUCIONES, POBLACIÃƒâ€œN EN GENERAL",COL204,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Apoyo al fortalecimiento institucional del Sistema EstadÃƒÂ­stico Nacional a travÃƒÂ©s de la implementaciÃƒÂ³n del CÃƒÂ³digo Regional de Buenas PrÃƒÂ¡cticas en EstadÃƒÂ­sticas y la gestiÃƒÂ³n para resultados--translation--Support to the strengthening institutional of the system statistical national through the implementation of the code Regional of good practices in statistics and the management for results,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",16010,Social/ welfare services,16010.08|15110.03,"Statistical capacity building|Institutional capacity building, Government",,Es contribuir al fortalecmiento institucional de todos los Sistemas EstadÃƒÂ­sticos Nacionales (SEN) de los paÃƒÂ­ses miembros del Banco para producir estadisticas balo los principios y estÃƒÂ¡ndares reconocidos internacionalmente.--beneficiary--POBLACIÃƒâ€œN EN GENERAL,COL434,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,'Spanish--PRADICAN. ''Programa antidrogas ilÃƒÂ­citas en la CAN (AAP 2008)''--translation--PRADICAN. ''Illicit drug program in the CAN (AAP 2008)''',Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",16010,Social/ welfare services,16010.09|15130.06,Narcotics control|Law enforcement and crime prevention,,Apoyar a los paÃƒÂ­ses miembros de la Comunidad Andina en la lucha contra las drogas ilÃƒÂ­citas.--benefciary,COL693,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Proyecto para la construcciÃƒÂ³n de una biblioteca para niÃƒÂ±os en Toca--translation--Project for the construction of a library for children in touch,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,111|160,"Education, level unspecified|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",16010,Social/ welfare services,16010.11|11105.01|16010.05|16010.07,"Social infrastructure|Education, level unspecified, activity unspecified or does not fit under any other applicable codes|Support for vulnerable groups|Culture and recreation",,Mejorar las condiciones educativas del municipio de Toca--beneficiary--INFANCIA Y ADOLESCENCIA,COL122,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Proyecto para la construcciÃƒÂ³n de una biblioteca para niÃƒÂ±os en TimbiquÃƒÂ­--translation--Project for the construction of a library for children in Timbiqui,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,111|160,"Education, level unspecified|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",16010,Social/ welfare services,16010.11|11105.01|16010.05|16010.07,"Social infrastructure|Education, level unspecified, activity unspecified or does not fit under any other applicable codes|Support for vulnerable groups|Culture and recreation",,Mejorar las condiciones educativas del municipio de TimbiquÃƒÂ­--beneficiary--INFANCIA Y ADOLESCENCIA,COL146,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Proyecto para la construcciÃƒÂ³n de un restaurante del hogar para primera infancia en Santa Marta--translation--Project for the construction of a restaurant of the home for first childhood in Santa Marta,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,122|160,Basic health|OTHER SOCIAL INFRASTRUCTURE AND SERVICES,12240,Basic nutrition,16010.11|12240.01|16010.05,"Social infrastructure|Basic nutrition, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups",,Mejorar los niveles de cobertura en nutriciÃƒÂ³n para poblaciÃƒÂ³n infantil vulnerable en Santa Marta--beneficiary--INFANCIA Y ADOLESCENCIA,COL153,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Proyecto para la construcciÃƒÂ³n de un restaurante del hogar para primera infancia en Soacha--translation--Project for the construction of a restaurant Home for early childhood in Soacha,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,122|160,Basic health|OTHER SOCIAL INFRASTRUCTURE AND SERVICES,12240,Basic nutrition,16010.11|12240.01|16010.05|12240.02,"Social infrastructure|Basic nutrition, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups|Direct feeding programmes",,Mejorar los niveles de cobertura en nutriciÃƒÂ³n para poblaciÃƒÂ³n infantil vulnerable en Soacha--beneficiary--INFANCIA Y ADOLESCENCIA,COL148,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Proyecto para la construcciÃƒÂ³n de un hogar para primera infancia en Zona Bananera--translation--Project for the construction of a home for first child in area banana,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,16010,Social/ welfare services,16010.11|16010.05,Social infrastructure|Support for vulnerable groups,,"'Contribuir al desarrollo integral de la poblaciÃƒÂ³n infantil en Colombia (apoyo a la estrategia Nacional para la primera infancia ''De Cero a Siempre'')--beneficiary--INFANCIA Y ADOLESCENCIA, MUJERES'",COL98,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Patios Productivos--translation--Productive patios,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,16010,Social/ welfare services,16010.11|16010.05,Social infrastructure|Support for vulnerable groups,,Se desarrollara con 60 familias en condiciÃƒÂ³n de vulnerabilidad del barrio Rafael NÃƒÂºÃƒÂ±ez--beneficiary--POBLACIÃƒâ€œN EN GENERAL,COL415,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Proyecto para la construcciÃƒÂ³n de un hogar para primera Infancia en Silvia--translation--Project for the construction of a home for early childhood in Silvia,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,16010,Social/ welfare services,16010.11|16010.05|16030.01,"Social infrastructure|Support for vulnerable groups|Housing policy and administrative management, activity unspecified or does not fit elsewhere in group",,'Contribuir al desarrollo integral de la poblaciÃƒÂ³n infantil en Colombia (apoyo a la estrategia Nacional para la primera infancia ''De Cero a Siempre'')--beneficiary--INFANCIA Y ADOLESCENCIA',COL178,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Apoyo al Museo Casa de la Memoria de MedellÃƒÂ¬n - Fase II--translation--Support to the Museum House of the memory of Medellin-phase II,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,16010,Social/ welfare services,16010.11|16010.07,Social infrastructure|Culture and recreation,,"Se ha creado una experiencia museogrÃƒÂ fica interactiva y educativa como espacio de inclusiÃƒÂ³n y generaciÃƒÂ³n de procesos participativos que promuevan y difundan la Memoria HistÃƒÂ³rica del conflicto armado entre los habitantes de la ciudad de MedellÃƒÂ­n.--beneficiary--VICTIMAS DE LA VIOLENCIA, JÃƒâ€œVENES",COL138,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Apoyo al Museo CAsa de la Memoria de MedellÃƒÂ­n - Fase II--translation--Support to the Museum House of the memory of Medellin - phase II,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,16010,Social/ welfare services,16010.11|16010.07,Social infrastructure|Culture and recreation,,"Promover la reconstrucciÃƒÂ³n y difusiÃƒÂ³n de la memoria histÃƒÂ³rica del conflicto armado, mediante la construcciÃƒÂ³n y puesta en funcionamiento de una Casa de la Memoria en la ciudad de MedellÃƒÂ­n.--beneficiary--VICTIMAS DE LA VIOLENCIA",COL139,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Proyecto para la construcciÃƒÂ³n de un hogar para primera infancia en Tiquisio--translation--Project for the construction of a home for early childhood in Tiquisio,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,160|420,OTHER SOCIAL INFRASTRUCTURE AND SERVICES|WOMEN,16010,Social/ welfare services,16010.11|42010.01|16010.05,"Social infrastructure|Women in development, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups",,"'Contribuir al desarrollo integral de la poblaciÃƒÂ³n infantil en Colombia (apoyo a la estrategia Nacional para la primera infancia ''De Cero a Siempre'')--beneficiary--INFANCIA Y ADOLESCENCIA, MUJERES'",COL4,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
